Updated Matlist.txt 5/22/2011
http://www.VarmintAl.com/aengr.htm
English Units (lbf-s2/in, in, s, lbf, psi, lbf-in)
 
I.D. Material Name and Condition.                                  Density Yng's Poiss  Yld   Ult  Elong Redu  CTE  Yld
                                                                   lb/in^3 Modul Ratio  Strs  Strs   %   Area 10^-6 off-
                                                                            msi         ksi   ksi         %   /degF set
 589 STEEL CARBON A441 HSLA STRUCTURAL MN-V PLATE BAR .75-1.5 IN.   0.2830 30.00 0.290  46.0  67.0  21.0  ---  6.30 0.20
 590 STEEL CARBON A441 HSLA STRUCTURAL MN-V PLATE BAR 1.5-4 IN      0.2830 30.00 0.290  42.0  63.0  21.0  ---  6.30 0.20
 591 STEEL CARBON A441 HSLA STRUCTURAL MN-V PLATE BAR 4-8 IN        0.2830 30.00 0.290  40.0  60.0  21.0  ---  6.30 0.20
 592 STEEL CARBON A441 ARMCO HIGH STRENGTH B PLATE BAR TO .75 IN.   0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
 593 STEEL CARBON A441 ARMCO HIGH STRENGTH B PLATE BAR .75-1.5 IN   0.2830 30.00 0.290  46.0  67.0  19.0  ---  6.30 0.20
 594 STEEL CARBON A441 ARMCO HIGH STRENGTH B PLATE BAR 1.5-4 IN.    0.2830 30.00 0.290  42.0  63.0  24.0  ---  6.30 0.20
 595 STEEL CARBON A441 ARMCO HIGH STRENGTH B PLATE BAR 4-8 IN.      0.2830 30.00 0.290  40.0  60.0  24.0  ---  6.30 0.20
 596 STEEL CARBON A441 INTERLAKE I50Z0 PLATE BAR .5 IN. MAX         0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
 597 STEEL CARBON A441 J&L JALTEN #1 PLATE .5 IN. MAX               0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
 598 STEEL CARBON A441 OREGON PLATE TO .75 IN.                      0.2830 30.00 0.290  50.0  70.0  18.0  ---  6.30 0.20
 599 STEEL CARBON A441 OREGON PLATE .75-1.5 IN.                     0.2830 30.00 0.290  46.0  67.0  18.0  ---  6.30 0.20
 600 STEEL CARBON A441 OREGON PLATE 1.5-3 IN.                       0.2830 30.00 0.290  42.0  63.0  18.0  ---  6.30 0.20
 601 STEEL CARBON A441 REPUBLIC PLATE BAR                           0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 602 STEEL CARBON A514 WQ&T  1/4 IN. PLATE                          0.2830 30.00 0.290 114.0 120.0  22.0 59.0  6.50 0.20
 603 STEEL CARBON A514 WQ&T  1/2 IN. PLATE                          0.2830 30.00 0.290 113.0 121.0  29.0 62.0  6.50 0.20
 604 STEEL CARBON A514 WQ&T   1      IN. PLATE                      0.2830 30.00 0.290 113.0 122.0  21.0 62.0  6.50 0.20
 605 STEEL CARBON A529 PLATE BAR 1/2 IN. MAX                        0.2830 30.00 0.290  42.0  72.5  19.0  ---  6.30 0.20
 606 STEEL CARBON A537 WQ&T 3/4 IN. TEMP=R.T.                       0.2830 30.00 0.290  60.0  90.0  30.0 77.0  6.50 0.20
 607 STEEL CARBON A537 WQ&T 3/4 IN. TEMP=200F                       0.2830 30.00 0.290  58.0  85.0  25.0 77.0  6.50 0.20
 608 STEEL CARBON A537 WQ&T 3/4 IN. TEMP=400F                       0.2830 30.00 0.290  53.0  85.0  25.0 74.0  6.50 0.20
 609 STEEL CARBON A537 WQ&T 3/4 IN. TEMP=600F                       0.2830 30.00 0.290  47.0  90.0  26.0 70.0  6.50 0.20
 610 STEEL CARBON A537 WQ&T 3/4 IN. TEMP=800F                       0.2830 30.00 0.290  43.0  77.0  27.0 80.0  6.50 0.20
 611 STEEL CARBON A537 WQ&T 3/4 IN. TEMP=1000F                      0.2830 30.00 0.290  36.0  54.0  28.0 82.0  6.50 0.20
 612 STEEL CARBON A537 WQ&T 3/4 IN. TEMP=1200F                      0.2830 30.00 0.290  24.0  36.0  19.0 84.0  6.50 0.20
 613 STEEL CARBON A570 MCLOUTH M35SO PLATE .475 IN. MAX             0.2830 30.00 0.290  35.0  53.0  22.0  ---  6.30 0.20
 614 STEEL CARBON A570 MCLOUTH M35SK PLATE .475 IN. MAX             0.2830 30.00 0.290  35.0  52.0  22.0  ---  6.30 0.20
 615 STEEL CARBON A570 MCLOUTH M40SO PLATE .475 IN. MAX             0.2830 30.00 0.290  40.0  55.0  20.0  ---  6.30 0.20
 616 STEEL CARBON A570 MCLOUTH M40SK PLATE .475 IN. MAX             0.2830 30.00 0.290  40.0  55.0  20.0  ---  6.30 0.20
 617 STEEL CARBON A570 MCLOUTH M45SO PLATE .475 IN. MAX             0.2830 30.00 0.290  45.0  60.0  18.0  ---  6.30 0.20
 618 STEEL CARBON A570 MCLOUTH M45SK PLATE .475 IN. MAX             0.2830 30.00 0.290  45.0  60.0  18.0  ---  6.30 0.20
 619 STEEL CARBON A570 NATIONAL NSQ GRADE 35 PLATE                  0.2830 30.00 0.290  35.0  50.0  23.0  ---  6.30 0.20
 620 STEEL CARBON A570 NATIONAL NSQ GRADE 40 PLATE                  0.2830 30.00 0.290  40.0  55.0  21.0  ---  6.30 0.20
 621 STEEL CARBON A570 NATIONAL NSQ GRADE 45 PLATE                  0.2830 30.00 0.290  45.0  60.0  19.0  ---  6.30 0.20
 622 STEEL CARBON A570 NATIONAL NSQ GRADE 50 PLATE                  0.2830 30.00 0.290  50.0  65.0  17.0  ---  6.30 0.20
 623 STEEL CARBON A570 NATIONAL NSQ GRADE 55 PLATE                  0.2830 30.00 0.290  55.0  70.0  15.0  ---  6.30 0.20
 624 STEEL CARBON A570 REPUBLIC P45 PLATE                           0.2830 30.00 0.290  45.0  60.0  19.0  ---  6.30 0.20
 625 STEEL CARBON A570 REPUBLIC P50 PLATE                           0.2830 30.00 0.290  50.0  65.0  17.0  ---  6.30 0.20
 626 STEEL CARBON A570 W-P 035SK PLATE                              0.2830 30.00 0.290  35.0  53.0  22.0  ---  6.30 0.20
 627 STEEL CARBON A570 W-P 035SO PLATE                              0.2830 30.00 0.290  35.0  53.0  22.0  ---  6.30 0.20
 628 STEEL CARBON A570 W-P 040SK PLATE                              0.2830 30.00 0.290  40.0  55.0  20.0  ---  6.30 0.20
 629 STEEL CARBON A570 W-P 040SO PLATE                              0.2830 30.00 0.290  40.0  55.0  20.0  ---  6.30 0.20
 630 STEEL CARBON A570 W-P 045SK PLATE                              0.2830 30.00 0.290  45.0  60.0  18.0  ---  6.30 0.20
 631 STEEL CARBON A570 W-P 045SO PLATE                              0.2830 30.00 0.290  45.0  60.0  18.0  ---  6.30 0.20
 632 STEEL CARBON A570 W-P 050SK PLATE                              0.2830 30.00 0.290  50.0  65.0  17.0  ---  6.30 0.20
 633 STEEL CARBON A570 W-P 050SO PLATE                              0.2830 30.00 0.290  50.0  65.0  17.0  ---  6.30 0.20
 634 STEEL CARBON A572 GR. 42 TYPE 1-CB PLATE BAR SHEET PILING      0.2830 30.00 0.290  42.0  60.0  24.0  ---  6.30 0.20
 635 STEEL CARBON A572 GR. 50 TYPE 2-V PLATE BAR SHEET PILING       0.2830 30.00 0.290  50.0  65.0  21.0  ---  6.30 0.20
 636 STEEL CARBON A572 GR. 60 TYPE 3-CB+V PLATE BAR SHEET PILING    0.2830 30.00 0.290  60.0  75.0  18.0  ---  6.30 0.20
 637 STEEL CARBON A572 GR. 65 TYPE 4-V+N PLATE BAR SHEET PILING     0.2830 30.00 0.290  65.0  80.0  17.0  ---  6.30 0.20
 638 STEEL CARBON A573 GRADE 58 PLATE 1.5 IN. MAX                   0.2830 30.00 0.290  32.0  64.5  21.0  ---  6.30 0.20
 639 STEEL CARBON A573 GRADE 65 PLATE 1.5 IN. MAX                   0.2830 30.00 0.290  35.0  71.0  20.0  ---  6.30 0.20
 640 STEEL CARBON A573 GRADE 70 PLATE 1.5 IN. MAX                   0.2830 30.00 0.290  42.0  80.0  18.0  ---  6.30 0.20
 641 STEEL CARBON A588 HSLA STRUCTURAL STEEL PLATE BAR TO 4 IN.     0.2830 30.00 0.290  50.0  70.0  21.0  ---  6.30 0.20
 642 STEEL CARBON A588 HSLA STRUCTURAL STEEL PLATE BAR 4-5 IN.      0.2830 30.00 0.290  46.0  67.0  21.0  ---  6.30 0.20
 643 STEEL CARBON A588 HSLA STRUCTURAL STEEL PLATE BAR 5-8 IN.      0.2830 30.00 0.290  42.0  63.0  21.0  ---  6.30 0.20
 644 STEEL CARBON A588 INLAND COR-TEN B PLATE BAR 4 IN. MAX         0.2830 30.00 0.290  50.0  70.0  21.0  ---  6.30 0.20
 645 STEEL CARBON A588 INTERLAKE COR-TEN B PLATE BAR .5 IN. MAX     0.2830 30.00 0.290  50.0  70.0  21.0  ---  6.30 0.20
 646 STEEL CARBON A588 J&L NICUTI PLATE .5 IN. MAX                  0.2830 30.00 0.290  50.0  70.0  21.0  ---  6.30 0.20
 647 STEEL CARBON A588 LUKENS PLATE BAR 8 IN. MAX                   0.2830 30.00 0.290  50.0  70.0  21.0  ---  6.30 0.20
 648 STEEL CARBON A588 NATIONAL NAX-W50 PLATE                       0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 649 STEEL CARBON A588 NATIONAL COR-TEN B PLATE                     0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 650 STEEL CARBON A588 OREGON PLATE 3 IN. MAX                       0.2830 30.00 0.290  50.0  70.0  21.0  ---  6.30 0.20
 651 STEEL CARBON A588 PHOENIX PLATE 3 IN. MAX                      0.2830 30.00 0.290  50.0  70.0  21.0  ---  6.30 0.20
 652 STEEL CARBON A588 REPUBLIC DURA-PLATE 50 4 IN. MAX             0.2830 30.00 0.290  50.0  70.0  16.0  ---  6.30 0.20
 653 STEEL CARBON A588 REPUBLIC DURA-PLATE 60 .5 IN. MAX            0.2830 30.00 0.290  60.0  75.0  16.0  ---  6.30 0.20
 654 STEEL CARBON A588 REPUBLIC DURA-PLATE 65 .5 IN. MAX            0.2830 30.00 0.290  65.0  80.0  16.0  ---  6.30 0.20
 655 STEEL CARBON A588 REPUBLIC DURA-PLATE 70 .375 IN. MAX          0.2830 30.00 0.290  70.0  85.0  15.0  ---  6.30 0.20
 656 STEEL CARBON A588 SHARON COR-TEN B PLATE                       0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 657 STEEL CARBON A588 USS COR-TEN B PLATE BAR 8 IN. MAX            0.2830 30.00 0.290  50.0  70.0  22.0  ---  6.30 0.20
 658 STEEL CARBON A633 GR. A PLATE BAR 4 IN. MAX                    0.2830 30.00 0.290  42.0  73.0  23.0  ---  6.30 0.20
 659 STEEL CARBON A633 GR. C PLATE BAR TO 2.5 IN.                   0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 660 STEEL CARBON A633 GR. C PLATE BAR 2.5 TO 4 IN.                 0.2830 30.00 0.290  46.0  75.0  23.0  ---  6.30 0.20
 661 STEEL CARBON A633 GR. D PLATE BAR TO 1.5 IN.                   0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 662 STEEL CARBON A633 GR. D PLATE BAR 1.5 TO 2.5 IN.               0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 663 STEEL CARBON A633 GR. D PLATE BAR 2.5 TO 4 IN.                 0.2830 30.00 0.290  46.0  75.0  23.0  ---  6.30 0.20
 664 STEEL CARBON A633 GR. E PLATE BAR TO 4 IN.                     0.2830 30.00 0.290  60.0  90.0  23.0  ---  6.30 0.20
 665 STEEL CARBON A633 GR. E PLATE BAR 4 TO 8 IN.                   0.2830 30.00 0.290  55.0  85.0  23.0  ---  6.30 0.20
 666 STEEL CARBON A633 ARMCO LTM-N PLATE 2 IN. MAX                  0.2830 30.00 0.290  42.0  73.0  23.0  ---  6.30 0.20
 667 STEEL CARBON A633 ARMCO CT-50N PLATE TO 2.5 IN.                0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 668 STEEL CARBON A633 ARMCO CT-50N PLATE 2.5-4 IN.                 0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 669 STEEL CARBON A633 ARMCO CT-46N PLATE 4-6 IN.                   0.2830 30.00 0.290  46.0  75.0  23.0  ---  6.30 0.20
 670 STEEL CARBON A633 ARMCO LO-TEMP PLATE TO 2.5 IN.               0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 671 STEEL CARBON A633 ARMCO LO-TEMP PLATE 2.5-4 IN.                0.2830 30.00 0.290  46.0  75.0  23.0  ---  6.30 0.20
 672 STEEL CARBON A633 ARMCO VNT-N PLATE TO 4 IN.                   0.2830 30.00 0.290  60.0  90.0  21.0  ---  6.30 0.20
 673 STEEL CARBON A633 ARMCO VNT-N PLATE 4-6 IN.                    0.2830 30.00 0.290  55.0  85.0  21.0  ---  6.30 0.20
 674 STEEL CARBON A633 BETHLEHEM RQC-60 PLATE TO 2.5 IN.            0.2830 30.00 0.290  50.0  80.0  22.0  ---  6.30 0.20
 675 STEEL CARBON A633 BETHLEHEM RQC-60 PLATE 2.5-4 IN.             0.2830 30.00 0.290  45.0  75.0  22.0  ---  6.30 0.20
 676 STEEL CARBON A633 LUKENS GR. A PLATE 4 IN. MAX                 0.2830 30.00 0.290  42.0  73.0  23.0  ---  6.30 0.20
 677 STEEL CARBON A633 LUKENS GR. C PLATE TO 2.5 IN.                0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 678 STEEL CARBON A633 LUKENS GR. C PLATE 2.5-4 IN.                 0.2830 30.00 0.290  46.0  75.0  23.0  ---  6.30 0.20
 679 STEEL CARBON A633 LUKENS GR. D PLATE TO 2.5 IN.                0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 680 STEEL CARBON A633 LUKENS GR. D PLATE 2.5-4 IN.                 0.2830 30.00 0.290  46.0  75.0  23.0  ---  6.30 0.20
 681 STEEL CARBON A633 LUKENS GR. E PLATE TO 4 IN.                  0.2830 30.00 0.290  60.0  90.0  23.0  ---  6.30 0.20
 682 STEEL CARBON A633 LUKENS GR. E PLATE 4-6 IN.                   0.2830 30.00 0.290  55.0  85.0  23.0  ---  6.30 0.20
 683 STEEL CARBON A633 OREGON GR. A PLATE 3 IN. MAX                 0.2830 30.00 0.290  42.0  73.0  23.0  ---  6.30 0.20
 684 STEEL CARBON A633 OREGON GR. C PLATE 2.5 IN. MAX               0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 685 STEEL CARBON A633 OREGON GR. D PLATE 2.5 IN. MAX               0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 686 STEEL CARBON A633 OREGON GR. E PLATE 3 IN. MAX                 0.2830 30.00 0.290  60.0  90.0  23.0  ---  6.30 0.20
 687 STEEL CARBON A633 PHOENIX GR. A PLATE 4 IN. MAX                0.2830 30.00 0.290  42.0  73.0  23.0  ---  6.30 0.20
 688 STEEL CARBON A633 PHOENIX GR. C PLATE TO 2.5 IN.               0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 689 STEEL CARBON A633 PHOENIX GR. C PLATE 2.5-4 IN.                0.2830 30.00 0.290  46.0  75.0  23.0  ---  6.30 0.20
 690 STEEL CARBON A633 PHOENIX GR. D PLATE TO 2.5 IN.               0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 691 STEEL CARBON A633 PHOENIX GR. D PLATE 2.5-4 IN.                0.2830 30.00 0.290  46.0  75.0  23.0  ---  6.30 0.20
 692 STEEL CARBON A633 PHOENIX GR. E PLATE TO 4 IN.                 0.2830 30.00 0.290  60.0  90.0  23.0  ---  6.30 0.20
 693 STEEL CARBON A633 PHOENIX GR. E PLATE 4-6 IN.                  0.2830 30.00 0.290  55.0  85.0  23.0  ---  6.30 0.20
 694 STEEL CARBON A633 USS GR. A PLATE BAR TO 4 IN.                 0.2830 30.00 0.290  42.0  73.0  23.0  ---  6.30 0.20
 695 STEEL CARBON A633 USS GR. A PLATE BAR 4-8 IN.                  0.2830 30.00 0.290  38.0  70.0  23.0  ---  6.30 0.20
 696 STEEL CARBON A633 USS GR. C PLATE BAR TO 2.5 IN.               0.2830 30.00 0.290  50.0  80.0  23.0  ---  6.30 0.20
 697 STEEL CARBON A633 USS GR. C PLATE BAR 2.5-4 IN.                0.2830 30.00 0.290  46.0  75.0  23.0  ---  6.30 0.20
 698 STEEL CARBON A633 USS GR. C PLATE BAR 4-8 IN.                  0.2830 30.00 0.290  42.0  73.0  23.0  ---  6.30 0.20
 699 STEEL CARBON A633 USS GR. E PLATE BAR 3 IN. MAX                0.2830 30.00 0.290  60.0  90.0  23.0  ---  6.30 0.20
 700 STEEL CARBON A656 GR. 50 HSLA PLATE .625 IN. MAX               0.2830 30.00 0.290  50.0  60.0  20.0  ---  6.30 0.20
 701 STEEL CARBON A656 GR. 60 HSLA PLATE .625 IN. MAX               0.2830 30.00 0.290  60.0  70.0  17.0  ---  6.30 0.20
 702 STEEL CARBON A656 GR. 70 HSLA PLATE .625 IN. MAX               0.2830 30.00 0.290  70.0  80.0  14.0  ---  6.30 0.20
 703 STEEL CARBON A656 GR. 80 HSLA PLATE .625 IN. MAX               0.2830 30.00 0.290  80.0  90.0  12.0  ---  6.30 0.20
 704 STEEL CARBON A656 ARMCO FORMABLE 50V SHEET STRIP .08-.2 IN.    0.2830 30.00 0.290  50.0  66.0  30.0  ---  6.30 0.20
 705 STEEL CARBON A656 ARMCO FORMABLE 50F SHEET STRIP .08-.2 IN.    0.2830 30.00 0.290  50.0  66.0  30.0  ---  6.30 0.20
 706 STEEL CARBON A656 ARMCO FORMABLE 70V SHEET STRIP .08-.2 IN.    0.2830 30.00 0.290  70.0  86.0  23.0  ---  6.30 0.20
 707 STEEL CARBON A656 ARMCO FORMABLE 70F SHEET STRIP .08-.2 IN.    0.2830 30.00 0.290  50.0  66.0  30.0  ---  6.30 0.20
 708 STEEL CARBON A656 BETHLEHEM GR. 50 PLATE .625 IN. MAX          0.2830 30.00 0.290  50.0  60.0  20.0  ---  6.30 0.20
 709 STEEL CARBON A656 BETHLEHEM GR. 60 PLATE .625 IN. MAX          0.2830 30.00 0.290  60.0  70.0  17.0  ---  6.30 0.20
 710 STEEL CARBON A656 BETHLEHEM GR. 70 PLATE .625 IN. MAX          0.2830 30.00 0.290  70.0  80.0  14.0  ---  6.30 0.20
 711 STEEL CARBON A656 BETHLEHEM GR. 80 PLATE .75 IN. MAX           0.2830 30.00 0.290  80.0  90.0  12.0  ---  6.30 0.20
 712 STEEL CARBON A656 INLAND HI-FORM 50 PLATE .625 IN. MAX         0.2830 30.00 0.290  50.0  60.0  18.0  ---  6.30 0.20
 713 STEEL CARBON A656 INLAND HI-FORM 60 PLATE .625 IN. MAX         0.2830 30.00 0.290  60.0  70.0  15.0  ---  6.30 0.20
 714 STEEL CARBON A656 INLAND HI-FORM 70 PLATE .375 IN. MAX         0.2830 30.00 0.290  70.0  80.0  14.0  ---  6.30 0.20
 715 STEEL CARBON A656 INLAND HI-FORM 80 PLATE .625 IN. MAX         0.2830 30.00 0.290  80.0  90.0  12.0  ---  6.30 0.20
 716 STEEL CARBON A656 INTERLAKE I50XF PLATE BAR .5 IN. MAX         0.2830 30.00 0.290  50.0  60.0  20.0  ---  6.30 0.20
 717 STEEL CARBON A656 INTERLAKE I60XF PLATE BAR .375 IN. MAX       0.2830 30.00 0.290  60.0  70.0  17.0  ---  6.30 0.20
 718 STEEL CARBON A656 INTERLAKE I70XF PLATE BAR .5 IN. MAX         0.2830 30.00 0.290  70.0  80.0  14.0  ---  6.30 0.20
 719 STEEL CARBON A656 INTERLAKE I80XF PLATE BAR .5 IN. MAX         0.2830 30.00 0.290  80.0  90.0  12.0  ---  6.30 0.20
 720 STEEL CARBON A656 J&L VAN GR. 50 PLATE .5 IN. MAX              0.2830 30.00 0.290  50.0  60.0  24.0  ---  6.30 0.20
 721 STEEL CARBON A656 J&L VAN GR. 60 PLATE .5 IN. MAX              0.2830 30.00 0.290  60.0  70.0  22.0  ---  6.30 0.20
 722 STEEL CARBON A656 J&L VAN GR. 70 PLATE .5 IN. MAX              0.2830 30.00 0.290  70.0  80.0  20.0  ---  6.30 0.20
 723 STEEL CARBON A656 J&L VAN GR. 80 PLATE .5 IN. MAX              0.2830 30.00 0.290  80.0  90.0  18.0  ---  6.30 0.20
 724 STEEL CARBON A656 MCLOUTH M35XF SHEET PLATE .4 IN. MAX         0.2830 30.00 0.290  35.0  45.0  28.0  ---  6.30 0.20
 725 STEEL CARBON A656 MCLOUTH M40XF SHEET PLATE .4 IN. MAX         0.2830 30.00 0.290  40.0  50.0  27.0  ---  6.30 0.20
 726 STEEL CARBON A656 MCLOUTH M45XF SHEET PLATE .4 IN. MAX         0.2830 30.00 0.290  45.0  55.0  25.0  ---  6.30 0.20
 727 STEEL CARBON A656 MCLOUTH M50XF SHEET PLATE .4 IN. MAX         0.2830 30.00 0.290  50.0  60.0  22.0  ---  6.30 0.20
 728 STEEL CARBON A656 MCLOUTH M55XF SHEET PLATE .4 IN. MAX         0.2830 30.00 0.290  55.0  70.0  20.0  ---  6.30 0.20
 729 STEEL CARBON A656 MCLOUTH M60XF SHEET PLATE .4 IN. MAX         0.2830 30.00 0.290  60.0  70.0  22.0  ---  6.30 0.20
 730 STEEL CARBON A656 MCLOUTH M70XF SHEET PLATE .25 IN. MAX        0.2830 30.00 0.290  70.0  80.0  20.0  ---  6.30 0.20
 731 STEEL CARBON A656 MCLOUTH M80XF SHEET PLATE .25 IN. MAX        0.2830 30.00 0.290  35.0  45.0  28.0  ---  6.30 0.20
 732 STEEL CARBON A656 NATIONAL NAPAC-F35 PLATE                     0.2830 30.00 0.290  35.0  45.0  30.0  ---  6.30 0.20
 733 STEEL CARBON A656 NATIONAL NAPAC-F40 PLATE                     0.2830 30.00 0.290  40.0  50.0  28.0  ---  6.30 0.20
 734 STEEL CARBON A656 NATIONAL NAPAC-F45 PLATE                     0.2830 30.00 0.290  45.0  55.0  26.0  ---  6.30 0.20
 735 STEEL CARBON A656 NATIONAL NAPAC-F50 PLATE                     0.2830 30.00 0.290  50.0  60.0  24.0  ---  6.30 0.20
 736 STEEL CARBON A656 NATIONAL NAPAC-F55 PLATE                     0.2830 30.00 0.290  55.0  65.0  23.0  ---  6.30 0.20
 737 STEEL CARBON A656 NATIONAL NAPAC-F60 PLATE .5 IN. MAX          0.2830 30.00 0.290  60.0  70.0  22.0  ---  6.30 0.20
 738 STEEL CARBON A656 NATIONAL NAPAC-F65 PLATE .5 IN. MAX          0.2830 30.00 0.290  65.0  80.0  20.0  ---  6.30 0.20
 739 STEEL CARBON A656 NATIONAL NAPAC-F70 PLATE .438 IN. MAX        0.2830 30.00 0.290  70.0  80.0  20.0  ---  6.30 0.20
 740 STEEL CARBON A656 NATIONAL NAPAC-F80 PLATE .313 IN. MAX        0.2830 30.00 0.290  80.0  90.0  18.0  ---  6.30 0.20
 741 STEEL CARBON A656 OREGON ORELLOY 70FG PLATE .5 IN. MAX         0.2830 30.00 0.290  70.0  80.0  20.0  ---  6.30 0.20
 742 STEEL CARBON A656 OREGON ORELLOY 80FG PLATE .5 IN. MAX         0.2830 30.00 0.290  80.0  90.0  18.0  ---  6.30 0.20
 743 STEEL CARBON A656 REPUBLIC MAXI-FORM 50 PLATE .375 IN. MAX     0.2830 30.00 0.290  50.0  60.0  25.0  ---  6.30 0.20
 744 STEEL CARBON A656 REPUBLIC MAXI-FORM 60 PLATE .375 IN. MAX     0.2830 30.00 0.290  60.0  70.0  22.0  ---  6.30 0.20
 745 STEEL CARBON A656 REPUBLIC MAXI-FORM 70 PLATE .312 IN. MAX     0.2830 30.00 0.290  70.0  80.0  20.0  ---  6.30 0.20
 746 STEEL CARBON A656 REPUBLIC MAXI-FORM 80 PLATE .312 IN. MAX     0.2830 30.00 0.290  80.0  90.0  18.0  ---  6.30 0.20
 747 STEEL CARBON A656 REPUBLIC X-80 LOW S PLATE .75 IN. MAX        0.2830 30.00 0.290  80.0  95.0  21.0 55.0  6.30 0.20
 748 STEEL CARBON A656 SHARON SHAROFORM 50 SHEET PLATE .5 IN. MAX   0.2830 30.00 0.290  50.0  65.0  22.0  ---  6.30 0.20
 749 STEEL CARBON A656 SHARON SHAROFORM 60 SHEET PLATE .5 IN. MAX   0.2830 30.00 0.290  60.0  75.0  20.0  ---  6.30 0.20
 750 STEEL CARBON A656 USS GR. 50 PLATE                             0.2830 30.00 0.290  50.0  60.0  20.0  ---  6.30 0.20
 751 STEEL CARBON A656 USS GR. 60 PLATE                             0.2830 30.00 0.290  60.0  70.0  17.0  ---  6.30 0.20
 752 STEEL CARBON A656 USS GR. 70 PLATE                             0.2830 30.00 0.290  70.0  80.0  14.0  ---  6.30 0.20
 753 STEEL CARBON A656 USS GR. 80 PLATE                             0.2830 30.00 0.290  80.0  90.0  12.0  ---  6.30 0.20
 754 STEEL CARBON A656 USS MN-MO-CB GR. 80 PLATE .787 IN. MAX       0.2830 30.00 0.290  80.0  90.0  12.0  ---  6.30 0.20
 755 STEEL CARBON A656 W-P PITT-TEN X-50F SHEET PLATE               0.2830 30.00 0.290  50.0  60.0  22.0  ---  6.30 0.20
 756 STEEL CARBON A656 W-P PITT-TEN X-60F SHEET PLATE               0.2830 30.00 0.290  60.0  70.0  20.0  ---  6.30 0.20
 757 STEEL CARBON A656 W-P PITT-TEN X-70F SHEET PLATE               0.2830 30.00 0.290  70.0  80.0  17.0  ---  6.30 0.20
 758 STEEL CARBON A656 W-P PITT-TEN X-80F SHEET PLATE               0.2830 30.00 0.290  80.0  90.0  14.0  ---  6.30 0.20
 759 STEEL CARBON A678 GR. A PLATE 1.5 IN. MAX                      0.2830 30.00 0.290  50.0  80.0  22.0  ---  6.30 0.20
 760 STEEL CARBON A678 GR. B PLATE 2.5 IN. MAX                      0.2830 30.00 0.290  60.0  90.0  22.0  ---  6.30 0.20
 761 STEEL CARBON A678 GR. C PLATE TO .75 IN.                       0.2830 30.00 0.290  75.0 105.0  19.0  ---  6.30 0.20
 762 STEEL CARBON A678 GR. C PLATE .75-1.5 IN.                      0.2830 30.00 0.290  70.0 100.0  19.0  ---  6.30 0.20
 763 STEEL CARBON A678 GR. C PLATE 1.5-2 IN.                        0.2830 30.00 0.290  65.0  95.0  19.0  ---  6.30 0.20
 764 STEEL CARBON A678 ARMCO GR. A PLATE 2 IN. MAX                  0.2830 30.00 0.290  50.0  80.0  22.0  ---  6.30 0.20
 765 STEEL CARBON A678 ARMCO GR. B PLATE TO 2.5 IN.                 0.2830 30.00 0.290  60.0  90.0  22.0  ---  6.30 0.20
 766 STEEL CARBON A678 ARMCO GR. B PLATE 2.5-4 IN.                  0.2830 30.00 0.290  55.0  85.0  22.0  ---  6.30 0.20
 767 STEEL CARBON A678 ARMCO GR. B PLATE 4-6 IN.                    0.2830 30.00 0.290  46.0  80.0  20.0  ---  6.30 0.20
 768 STEEL CARBON A678 ARMCO GR. C PLATE TO .75 IN.                 0.2830 30.00 0.290  75.0 105.0  19.0  ---  6.30 0.20
 769 STEEL CARBON A678 ARMCO GR. C PLATE .75-2 IN.                  0.2830 30.00 0.290  70.0 100.0  19.0  ---  6.30 0.20
 770 STEEL CARBON A678 ARMCO GR. C PLATE 2-3 IN.                    0.2830 30.00 0.290  65.0  95.0  19.0  ---  6.30 0.20
 771 STEEL CARBON A678 ARMCO GR. C PLATE 3-6 IN.                    0.2830 30.00 0.290  60.0  90.0  19.0  ---  6.30 0.20
 772 STEEL CARBON A678 ARMCO CT-65 QT PLATE 2.5 IN. MAX             0.2830 30.00 0.290  65.0  95.0  22.0  ---  6.30 0.20
